subject,predicate,object,sentence,confidence,method
IBM,provides,组成原理及应用探讨,IBM提供了其组成原理及应用探讨。,0.9,openai
图谱,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,used_for,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,used_for,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,used_for,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,used_for,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,used_for,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
图谱,applied_to,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
学科,applied_to,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
动态,applied_to,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
方法,applied_to,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
核心,applied_to,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
结构,applied_to,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
发展,applied_to,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,applied_to,智能化,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,applied_to,文本,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,applied_to,分析,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,applied_to,监控,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,applied_to,风险,知识图谱结合多学科方法展示学科核心结构，揭示动态发展，应用于智能化文本分析监控和风险控制等,0.8,pattern
知识图谱,based_on,多学科融合目的的现代理论,知识图谱（多学科融合目的的现代理论）,0.9,openai
知识图谱,includes,多学科理论,百度百科上的知识图谱整合多学科理论,0.9,openai
知识图谱,describes,知识资源及其相互关系,通过可视化技术描述及展示知识资源及其相互关系,0.9,openai
知识图谱,provides,研究动态及规律参考,提供研究动态及规律参考,0.9,openai
知识图谱,combines,多学科方法,知识图谱结合多学科方法展示学科核心结构,0.9,openai
知识图谱,applied_to,智能化文本分析监控和风险控制,应用于智能化文本分析监控和风险控制等,0.9,openai
图谱,used_for,系统,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
图谱,used_for,对话,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
图谱,used_for,NLP,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
文献,used_for,系统,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
文献,used_for,对话,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
文献,used_for,领域,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
文献,used_for,NLP,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
工具,used_for,系统,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
工具,used_for,对话,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
工具,used_for,领域,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
工具,used_for,NLP,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
资源,used_for,系统,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
资源,used_for,对话,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
资源,used_for,领域,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
资源,used_for,NLP,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
知识图谱,used_for,系统,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
知识图谱,used_for,对话,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
知识图谱,used_for,NLP,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
图谱构建,used_for,系统,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
图谱构建,used_for,对话,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
图谱构建,used_for,领域,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
图谱构建,used_for,NLP,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域,0.8,pattern
GitHub仓库,includes,知识图谱相关主题的学习材料,GitHub仓库提供知识图谱相关主题的学习材料，为系统学习提供纲要。,0.9,openai
GitHub仓库,contains,关于知识图谱构建表示学习和应用的文献工具和资源,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域。,0.9,openai
NLP对话系统和推荐系统等领域,related_to,知识图谱构建,集合了关于知识图谱构建表示学习和应用的文献工具和资源，适用于NLP对话系统和推荐系统等领域。,0.9,openai
华为云,includes,本体,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
华为云,includes,设计,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
华为云,includes,信息,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
华为云,includes,融合,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
华为云,includes,增量,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
图谱,includes,本体,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
图谱,includes,信息,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
图谱,includes,融合,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
图谱,includes,增量,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
平台,includes,本体,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
平台,includes,设计,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
平台,includes,信息,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
平台,includes,融合,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
平台,includes,增量,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
华为,includes,本体,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
华为,includes,设计,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
华为,includes,信息,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
华为,includes,融合,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
华为,includes,增量,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
服务,includes,本体,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
服务,includes,设计,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
服务,includes,信息,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
服务,includes,融合,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
服务,includes,增量,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
知识图谱,includes,本体,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
知识图谱,includes,信息,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
知识图谱,includes,融合,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
知识图谱,includes,增量,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
华为云,supports,数据,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
图谱,supports,数据,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
平台,supports,数据,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
华为,supports,数据,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
服务,supports,数据,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
本体,supports,数据,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
设计,supports,数据,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
信息,supports,数据,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
融合,supports,数据,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
增量,supports,数据,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
知识图谱,supports,数据,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理,0.8,pattern
图谱,supports,领域,介绍知识图谱构建的全面服务，强调系统的定制性高可靠性及实时性特征，支持多领域知识应用,0.8,pattern
服务,supports,领域,介绍知识图谱构建的全面服务，强调系统的定制性高可靠性及实时性特征，支持多领域知识应用,0.8,pattern
全面,supports,领域,介绍知识图谱构建的全面服务，强调系统的定制性高可靠性及实时性特征，支持多领域知识应用,0.8,pattern
系统,supports,领域,介绍知识图谱构建的全面服务，强调系统的定制性高可靠性及实时性特征，支持多领域知识应用,0.8,pattern
高可靠性,supports,领域,介绍知识图谱构建的全面服务，强调系统的定制性高可靠性及实时性特征，支持多领域知识应用,0.8,pattern
实时性,supports,领域,介绍知识图谱构建的全面服务，强调系统的定制性高可靠性及实时性特征，支持多领域知识应用,0.8,pattern
特征,supports,领域,介绍知识图谱构建的全面服务，强调系统的定制性高可靠性及实时性特征，支持多领域知识应用,0.8,pattern
知识图谱,supports,领域,介绍知识图谱构建的全面服务，强调系统的定制性高可靠性及实时性特征，支持多领域知识应用,0.8,pattern
图谱构建,supports,领域,介绍知识图谱构建的全面服务，强调系统的定制性高可靠性及实时性特征，支持多领域知识应用,0.8,pattern
华为云,provides,知识图谱服务,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理。,0.9,openai
知识图谱服务,includes,本体设计信息抽取映射融合和增量更新,华为云的平台提供知识图谱服务，包括本体设计信息抽取映射融合和增量更新，支持大规模数据的处理。,0.9,openai
知识图谱构建,is_a,服务,介绍知识图谱构建的全面服务，强调系统的定制性高可靠性及实时性特征，支持多领域知识应用。,0.9,openai
系统,has_features,"定制性, 高可靠性, 实时性",介绍知识图谱构建的全面服务，强调系统的定制性高可靠性及实时性特征，支持多领域知识应用。,0.9,openai
知识图谱构建,supports,多领域知识应用,介绍知识图谱构建的全面服务，强调系统的定制性高可靠性及实时性特征，支持多领域知识应用。,0.9,openai
CCF DL Focus,focuses_on,Knowledge Graph,CCF DL Focus报告探讨知识图谱在智能化转型中的作用,0.9,openai
CCF DL Focus,covers,"constructing, managing, learning, reasoning, and application trends",CCF DL Focus报告探讨知识图谱在智能化转型中的作用，涵盖了构建管理表示学习推理及应用趋势,0.8,openai
CCF DL Focus,emphasizes,the importance of knowledge graph's technical methods to cognitive intelligence,编辑寄语强调知识图谱的技术方法及其对认知智能的重要性,0.85,openai
report,involves,various aspects of knowledge graph lifecycle,报告涉及知识图谱生命周期的各个方面,0.8,openai
report,provides_support_for,"applications in finance, education, and healthcare fields",为金融教育医疗等领域的应用提供支持,0.85,openai
